,Country,City,Overall_AQI_Value,Overall_AQI_Category,CO_AQI_Value,CO_AQI_Category,Ozone_AQI_Value,Ozone_AQI_Category,NO2_AQI_Value,NO2_AQI_Category,PM2.5_AQI_Value,PM2.5_AQI_Category,Latitude,Longitude,Continent
11110,Germany,Nuremberg,29,Good,0,Good,29,Good,1,Good,26,Good,49.4539,11.0775,Europe
11111,United States,Oak Ridge,50,Good,1,Good,16,Good,11,Good,50,Good,28.4727,-81.4169,North America
11112,Italy,Oleggio,34,Good,1,Good,34,Good,3,Good,30,Good,45.6,8.6333,Europe
11113,Uganda,Pallisa,73,Moderate,3,Good,34,Good,1,Good,73,Moderate,1.1675,33.71,Africa
11114,Netherlands,Enkhuizen,38,Good,0,Good,38,Good,0,Good,36,Good,52.7,5.3,Europe
11115,Germany,Eschwege,55,Moderate,1,Good,46,Good,0,Good,55,Moderate,51.1881,10.0528,Europe
11116,Somalia,Eyl,73,Moderate,0,Good,19,Good,0,Good,73,Moderate,7.9667,49.85,Africa
11117,United States,Farragut,40,Good,1,Good,40,Good,5,Good,33,Good,35.8731,-84.1821,North America
11118,United States,Foxborough,46,Good,1,Good,38,Good,2,Good,46,Good,42.0627,-71.2461,North America
11119,United States,Franklin Park,60,Moderate,1,Good,30,Good,5,Good,60,Moderate,41.9361,-87.8794,North America
11120,Italy,Frosinone,68,Moderate,1,Good,68,Moderate,0,Good,45,Good,41.6333,13.35,Europe
11121,Japan,Fujioka,73,Moderate,2,Good,7,Good,15,Good,73,Moderate,36.2587,139.0746,Asia
11122,United States,Gary,61,Moderate,1,Good,35,Good,4,Good,61,Moderate,41.5905,-87.3473,North America
11123,Belgium,Genappe,54,Moderate,1,Good,40,Good,1,Good,54,Moderate,50.6,4.45,Europe
11124,United States,Starkville,138,Unhealthy for Sensitive Groups,3,Good,40,Good,4,Good,138,Unhealthy for Sensitive Groups,33.4608,-88.8297,North America
11125,United States,Steger,57,Moderate,1,Good,38,Good,3,Good,57,Moderate,41.4723,-87.6176,North America
11126,Mexico,Suchiapa,67,Moderate,1,Good,29,Good,1,Good,67,Moderate,16.622,-93.1048,North America
11127,Brazil,Terra Nova,26,Good,0,Good,20,Good,0,Good,26,Good,-8.23,-39.3758,South America
11128,Mexico,Teziutlan,67,Moderate,1,Good,29,Good,1,Good,67,Moderate,19.8178,-97.3667,North America
11129,Philippines,Tigaon,54,Moderate,1,Good,21,Good,1,Good,54,Moderate,13.6319,123.4975,Asia
11130,Colombia,Tocaima,86,Moderate,2,Good,12,Good,4,Good,86,Moderate,4.5,-74.6667,South America
11131,Japan,Towada,100,Unhealthy for Sensitive Groups,3,Good,37,Good,10,Good,100,Unhealthy for Sensitive Groups,40.6127,141.2059,Asia
11132,Japan,Tsuchiura,65,Moderate,1,Good,27,Good,11,Good,65,Moderate,36.0667,140.2,Asia
11133,United States,Ukiah,31,Good,1,Good,30,Good,1,Good,31,Good,39.1464,-123.2105,North America
11134,China,Taicheng,90,Moderate,2,Good,12,Good,17,Good,90,Moderate,38.7206,113.2437,Asia
11135,Indonesia,Tarakan,21,Good,1,Good,11,Good,0,Good,21,Good,3.3,117.6333,Asia
11136,Spain,Tarifa,45,Good,1,Good,45,Good,0,Good,28,Good,36.014,-5.606,Europe
11137,Brazil,Vazante,24,Good,1,Good,22,Good,0,Good,24,Good,-17.9869,-46.9078,South America
11138,Cuba,Venezuela,59,Moderate,1,Good,28,Good,0,Good,59,Moderate,21.7511,-78.7792,North America
11139,Mexico,Veracruz,55,Moderate,1,Good,26,Good,1,Good,55,Moderate,19.1903,-96.1533,North America
11140,Japan,Kani,53,Moderate,1,Good,34,Good,3,Good,53,Moderate,35.4261,137.0613,Asia
11141,United States,Kapaa,27,Good,0,Good,27,Good,0,Good,18,Good,22.091,-159.3521,North America
11142,United Kingdom,Kendal,31,Good,1,Good,31,Good,3,Good,16,Good,54.326,-2.745,Europe
11143,United States,Grand Prairie,55,Moderate,1,Good,30,Good,5,Good,55,Moderate,32.6871,-97.0208,North America
11144,United States,Groveton,52,Moderate,2,Good,27,Good,10,Good,52,Moderate,38.7605,-77.098,North America
11145,Mexico,Guerrero Negro,38,Good,0,Good,35,Good,0,Good,38,Good,27.9589,-114.0561,North America
11146,Jamaica,Half Way Tree,105,Unhealthy for Sensitive Groups,1,Good,20,Good,3,Good,105,Unhealthy for Sensitive Groups,18.0106,-76.7847,North America
11147,United Kingdom,Hinckley,34,Good,1,Good,34,Good,3,Good,20,Good,52.5413,-1.3725,Europe
11148,Germany,Hockenheim,72,Moderate,1,Good,36,Good,3,Good,72,Moderate,49.3181,8.5472,Europe
11149,Germany,Holzwickede,62,Moderate,1,Good,30,Good,7,Good,62,Moderate,51.5,7.6167,Europe
11150,Mexico,Huamantla,168,Unhealthy,3,Good,7,Good,9,Good,168,Unhealthy,19.3133,-97.9228,North America
11151,United States,Huntington Beach,70,Moderate,2,Good,20,Good,19,Good,70,Moderate,33.696,-118.0018,North America
11152,United States,Huron,56,Moderate,1,Good,39,Good,1,Good,56,Moderate,44.3623,-98.2094,North America
11153,Italy,Iesolo,75,Moderate,1,Good,42,Good,2,Good,75,Moderate,45.5331,12.6448,Europe
11154,Brazil,Ipojuca,39,Good,0,Good,13,Good,4,Good,39,Good,-8.4,-35.0625,South America
11155,Brazil,Itatiaia,56,Moderate,1,Good,10,Good,3,Good,56,Moderate,-22.4914,-44.5592,South America
11156,Spain,Galapagar,59,Moderate,1,Good,19,Good,5,Good,59,Moderate,40.5764,-4.0019,Europe
11157,United States,Galena Park,104,Unhealthy for Sensitive Groups,2,Good,9,Good,12,Good,104,Unhealthy for Sensitive Groups,29.7452,-95.2333,North America
11158,Sweden,Falkenberg,37,Good,1,Good,37,Good,1,Good,34,Good,56.9053,12.4911,Europe
11159,Germany,Langenfeld,35,Good,1,Good,26,Good,4,Good,35,Good,51.1167,6.95,Europe
11160,United States,Lawrence,45,Good,1,Good,45,Good,2,Good,37,Good,42.7002,-71.1626,North America
11161,France,Le Creusot,35,Good,1,Good,25,Good,1,Good,35,Good,46.8014,4.4411,Europe
11162,United States,Leeds,35,Good,1,Good,29,Good,5,Good,35,Good,53.8003,-1.5497,North America
11163,Italy,Leonforte,44,Good,1,Good,42,Good,0,Good,44,Good,37.6417,14.3958,Europe
11164,China,Luancheng,185,Unhealthy,4,Good,185,Unhealthy,5,Good,154,Unhealthy,37.8846,114.6523,Asia
11165,India,Mandapam,58,Moderate,1,Good,33,Good,0,Good,58,Moderate,9.2822,79.1436,Asia
11166,India,Mandapeta,153,Unhealthy,1,Good,52,Moderate,0,Good,153,Unhealthy,16.87,81.93,Asia
11167,South Sudan,Yirol,63,Moderate,1,Good,12,Good,0,Good,63,Moderate,6.56,30.51,Africa
11168,United States,Youngstown,51,Moderate,1,Good,30,Good,9,Good,51,Moderate,41.0993,-80.6463,North America
11169,Netherlands,Zaanstad,38,Good,1,Good,28,Good,5,Good,38,Good,52.4697,4.7767,Europe
11170,Netherlands,Zuidhorn,30,Good,1,Good,30,Good,3,Good,27,Good,53.25,6.4,Europe
11171,United States,Hillside,64,Moderate,1,Good,45,Good,6,Good,64,Moderate,40.6961,-74.2286,North America
11172,Mexico,Huixtla,98,Moderate,4,Good,9,Good,8,Good,98,Moderate,15.1,-92.5333,North America
11173,United States,Humacao,97,Moderate,1,Good,25,Good,0,Good,97,Moderate,18.152,-65.8204,North America
11174,Yemen,Ibb,156,Unhealthy,1,Good,46,Good,0,Good,156,Unhealthy,13.9667,44.1667,Asia
11175,Peru,Ica,23,Good,0,Good,11,Good,1,Good,23,Good,-14.0667,-75.7333,South America
11176,Sierra Leone,Freetown,27,Good,1,Good,22,Good,0,Good,27,Good,8.4844,-13.2344,Africa
11177,Russia,Furmanov,30,Good,1,Good,30,Good,0,Good,14,Good,57.25,41.1333,Asia
11178,Zambia,Mazabuka,35,Good,1,Good,20,Good,0,Good,35,Good,-15.8467,27.7475,Africa
11179,United States,Memphis,67,Moderate,1,Good,29,Good,6,Good,67,Moderate,35.1087,-89.9663,North America
11180,South Africa,Krugersdorp,99,Moderate,13,Good,20,Good,9,Good,99,Moderate,-26.1,27.7667,Africa
11181,United States,La Grande,29,Good,0,Good,29,Good,1,Good,29,Good,45.3242,-118.0865,North America
11182,Italy,Adria,87,Moderate,1,Good,65,Moderate,0,Good,87,Moderate,45.05,12.05,Europe
11183,Brazil,Alta Floresta,21,Good,1,Good,13,Good,0,Good,21,Good,-9.8758,-56.0858,South America
11184,Chile,Cabildo,97,Moderate,5,Good,1,Good,13,Good,97,Moderate,-32.4275,-71.0664,South America
11185,Australia,Cairns,28,Good,0,Good,28,Good,0,Good,24,Good,-16.92,145.78,Oceania
11186,United States,Caledonia,53,Moderate,1,Good,17,Good,14,Good,53,Moderate,42.7986,-87.8762,North America
11187,Philippines,Carigara,61,Moderate,1,Good,23,Good,0,Good,61,Moderate,11.3,124.6833,Asia
11188,United States,Chesapeake,36,Good,1,Good,36,Good,7,Good,24,Good,36.6778,-76.3023,North America
11189,United States,Chowchilla,55,Moderate,1,Good,35,Good,3,Good,55,Moderate,37.1095,-120.2349,North America
11190,United States,Colonial Park,67,Moderate,2,Good,20,Good,17,Good,67,Moderate,40.2987,-76.8069,North America
11191,Italy,Conegliano,69,Moderate,1,Good,39,Good,2,Good,69,Moderate,45.8868,12.2974,Europe
11192,Italy,Corigliano Calabro,89,Moderate,1,Good,44,Good,1,Good,89,Moderate,39.6,16.5167,Europe
11193,Russia,Dalnerechensk,38,Good,1,Good,25,Good,0,Good,38,Good,45.9333,133.7333,Asia
11194,Egypt,Damietta,71,Moderate,1,Good,38,Good,1,Good,71,Moderate,31.4167,31.8214,Africa
11195,India,Dandeli,31,Good,1,Good,27,Good,1,Good,31,Good,15.2667,74.6167,Asia
11196,South Africa,De Aar,21,Good,1,Good,16,Good,1,Good,21,Good,-30.65,24.0167,Africa
11197,Netherlands,Delft,54,Moderate,1,Good,35,Good,5,Good,54,Moderate,52.0117,4.3592,Europe
11198,Congo,Demba,175,Unhealthy,7,Good,54,Moderate,2,Good,175,Unhealthy,-5.5,22.2667,Africa
11199,Ivory Coast,Dimbokro,52,Moderate,1,Good,14,Good,0,Good,52,Moderate,6.65,-4.7,Africa
11200,United Kingdom,Dalkeith,59,Moderate,0,Good,30,Good,0,Good,59,Moderate,55.8958,-3.0583,Europe
11201,India,Dharampuri,153,Unhealthy,0,Good,36,Good,0,Good,153,Unhealthy,22.1495,75.3444,Asia
11202,Belgium,Dinant,43,Good,1,Good,23,Good,5,Good,43,Good,50.2667,4.9167,Europe
11203,Bulgaria,Elhovo,37,Good,1,Good,37,Good,1,Good,24,Good,42.1667,26.5667,Europe
11204,Russia,Novomoskovsk,45,Good,0,Good,31,Good,0,Good,45,Good,54.0833,38.2167,Asia
11205,Pakistan,Nowshera,202,Very Unhealthy,3,Good,202,Very Unhealthy,2,Good,104,Unhealthy for Sensitive Groups,34.0153,71.9747,Asia
11206,Russia,Noyabrsk,41,Good,1,Good,28,Good,0,Good,41,Good,63.2017,75.4517,Asia
11207,Uzbekistan,Nurota,142,Unhealthy for Sensitive Groups,1,Good,40,Good,0,Good,142,Unhealthy for Sensitive Groups,40.565,65.685,Asia
11208,Germany,Oberkirch,31,Good,1,Good,28,Good,2,Good,31,Good,48.5333,8.0833,Europe
11209,Serbia,Nova Pazova,71,Moderate,1,Good,33,Good,2,Good,71,Moderate,44.95,20.2167,Europe
11210,Venezuela,Zaraza,38,Good,1,Good,21,Good,0,Good,38,Good,9.3394,-65.3167,South America
11211,Russia,Zarechnyy,41,Good,1,Good,41,Good,0,Good,28,Good,53.2,45.1667,Asia
11212,Ukraine,Berdychiv,36,Good,1,Good,36,Good,1,Good,19,Good,49.8919,28.6,Europe
11213,India,Bodhan,112,Unhealthy for Sensitive Groups,1,Good,29,Good,0,Good,112,Unhealthy for Sensitive Groups,18.67,77.9,Asia
11214,United States,Chattanooga,71,Moderate,2,Good,31,Good,7,Good,71,Moderate,35.066,-85.2481,North America
11215,Russia,Chernyakhovsk,52,Moderate,1,Good,25,Good,1,Good,52,Moderate,54.6347,21.8119,Asia
11216,United Kingdom,Chesham,26,Good,1,Good,22,Good,5,Good,26,Good,51.712,-0.612,Europe
11217,Mexico,Compostela,56,Moderate,1,Good,11,Good,3,Good,56,Moderate,7.6667,126.0833,North America
11218,Philippines,Bayugan,44,Good,1,Good,18,Good,0,Good,44,Good,8.71,125.75,Asia
11219,Russia,Astrakhan,43,Good,1,Good,43,Good,0,Good,14,Good,46.35,48.035,Asia
11220,Portugal,Aveiro,32,Good,1,Good,32,Good,2,Good,29,Good,40.6333,-8.65,Europe
11221,Cameroon,Bafut,100,Unhealthy for Sensitive Groups,3,Good,12,Good,1,Good,100,Unhealthy for Sensitive Groups,6.0833,10.1,Africa
11222,United States,Carol Stream,52,Moderate,2,Good,32,Good,9,Good,52,Moderate,41.9181,-88.1307,North America
11223,France,Carquefou,29,Good,1,Good,29,Good,3,Good,15,Good,47.2969,-1.4928,Europe
11224,Italy,Cerea,67,Moderate,2,Good,29,Good,10,Good,67,Moderate,45.2,11.2167,Europe
11225,Italy,Cerro Maggiore,75,Moderate,1,Good,33,Good,6,Good,75,Moderate,45.6,8.95,Europe
11226,United States,Brownsburg,54,Moderate,1,Good,33,Good,9,Good,54,Moderate,39.8337,-86.383,North America
11227,United States,Richmond Heights,57,Moderate,1,Good,36,Good,3,Good,57,Moderate,25.6347,-80.3721,North America
11228,United States,Rio Linda,50,Good,1,Good,26,Good,7,Good,50,Good,38.6875,-121.4417,North America
11229,Russia,Plavsk,40,Good,0,Good,40,Good,0,Good,20,Good,53.7167,37.2833,Asia
11230,United States,Poplar Bluff,94,Moderate,1,Good,51,Moderate,1,Good,94,Moderate,36.7632,-90.4135,North America
11231,Italy,Pozzuoli,70,Moderate,1,Good,70,Moderate,0,Good,53,Moderate,40.8231,14.1222,Europe
11232,Switzerland,Prilly,52,Moderate,1,Good,42,Good,0,Good,52,Moderate,46.5333,6.6,Europe
11233,India,Pudukkottai,102,Unhealthy for Sensitive Groups,2,Good,28,Good,5,Good,102,Unhealthy for Sensitive Groups,10.3833,78.8001,Asia
11234,Italy,Pulsano,58,Moderate,1,Good,58,Moderate,0,Good,50,Good,40.3833,17.35,Europe
11235,Belgium,Putte,51,Moderate,1,Good,37,Good,1,Good,51,Moderate,51.05,4.6333,Europe
11236,Germany,Raesfeld,47,Good,1,Good,39,Good,1,Good,47,Good,51.7667,6.8333,Europe
11237,Ukraine,Rakhiv,54,Moderate,1,Good,39,Good,0,Good,54,Moderate,48.05,24.2167,Europe
11238,Nigeria,Otukpo,64,Moderate,2,Good,36,Good,0,Good,64,Moderate,7.1904,8.13,Africa
11239,United States,Pacifica,52,Moderate,1,Good,34,Good,2,Good,52,Moderate,37.6113,-122.4782,North America
11240,Philippines,Parang,50,Good,1,Good,18,Good,2,Good,50,Good,7.3744,124.2686,Asia
11241,Germany,Peine,45,Good,1,Good,45,Good,0,Good,32,Good,52.3203,10.2336,Europe
11242,Russia,Shilka,135,Unhealthy for Sensitive Groups,8,Good,47,Good,1,Good,135,Unhealthy for Sensitive Groups,51.85,116.0333,Asia
11243,Switzerland,Aesch,59,Moderate,2,Good,21,Good,4,Good,59,Moderate,47.4694,7.5942,Europe
11244,Nigeria,Akure,76,Moderate,2,Good,24,Good,1,Good,76,Moderate,7.25,5.195,Africa
11245,United Kingdom,Grays,33,Good,0,Good,33,Good,0,Good,26,Good,51.475,0.33,Europe
11246,United States,Greensburg,47,Good,1,Good,46,Good,1,Good,47,Good,40.3113,-79.5445,North America
11247,Russia,Gremyachinsk,42,Good,1,Good,40,Good,0,Good,42,Good,58.5667,57.85,Asia
11248,Germany,Grimma,54,Moderate,1,Good,47,Good,0,Good,54,Moderate,51.2386,12.7253,Europe
11249,United States,Iowa City,60,Moderate,1,Good,35,Good,2,Good,60,Moderate,41.6559,-91.5303,North America
11250,Egypt,Ismailia,139,Unhealthy for Sensitive Groups,1,Good,139,Unhealthy for Sensitive Groups,1,Good,67,Moderate,30.5833,32.2667,Africa
11251,Brazil,Itatinga,67,Moderate,1,Good,21,Good,1,Good,67,Moderate,-23.1017,-48.6158,South America
11252,India,Kadiri,69,Moderate,1,Good,26,Good,4,Good,69,Moderate,14.12,78.17,Asia
11253,Netherlands,Kapelle,37,Good,1,Good,37,Good,1,Good,28,Good,51.4833,3.95,Europe
11254,Uganda,Kasese,70,Moderate,1,Good,18,Good,0,Good,70,Moderate,0.1867,30.0881,Africa
11255,Germany,Kaufungen,54,Moderate,1,Good,46,Good,0,Good,54,Moderate,51.2811,9.6186,Europe
11256,Japan,Kariya,56,Moderate,2,Good,50,Good,3,Good,56,Moderate,34.9893,137.0021,Asia
11257,Japan,Kashiwara,52,Moderate,1,Good,43,Good,3,Good,52,Moderate,34.5167,135.8,Asia
11258,Ghana,Keta,55,Moderate,1,Good,24,Good,1,Good,55,Moderate,5.9167,0.9833,Africa
11259,Italy,Paese,72,Moderate,1,Good,41,Good,2,Good,72,Moderate,45.6667,12.15,Europe
11260,Cuba,Palma Soriano,82,Moderate,2,Good,9,Good,11,Good,82,Moderate,20.2139,-75.9919,North America
11261,United States,Pampa,50,Good,1,Good,32,Good,1,Good,50,Good,35.5479,-100.9651,North America
11262,United States,Orland Park,69,Moderate,2,Good,19,Good,16,Good,69,Moderate,41.6075,-87.8619,North America
11263,United States,Park Ridge,64,Moderate,2,Good,12,Good,20,Good,64,Moderate,42.0125,-87.8436,North America
11264,United States,Schenectady,43,Good,1,Good,37,Good,0,Good,43,Good,42.8025,-73.9275,North America
11265,Switzerland,Schlieren,58,Moderate,1,Good,52,Moderate,0,Good,58,Moderate,47.4,8.45,Europe
11266,Italy,Segrate,87,Moderate,1,Good,66,Moderate,0,Good,87,Moderate,45.49,9.2953,Europe
11267,Japan,Sendai,51,Moderate,1,Good,51,Moderate,0,Good,38,Good,38.2682,140.8694,Asia
11268,India,Naregal,45,Good,1,Good,26,Good,2,Good,45,Good,15.5732,75.808,Asia
11269,United States,North Andover,40,Good,1,Good,38,Good,1,Good,40,Good,42.6713,-71.0865,North America
11270,Italy,Noto,67,Moderate,1,Good,47,Good,1,Good,67,Moderate,36.8833,15.0833,Europe
11271,Brazil,Novo Oriente,20,Good,0,Good,20,Good,0,Good,18,Good,-5.5339,-40.7739,South America
11272,United States,Ocala,66,Moderate,1,Good,66,Moderate,1,Good,23,Good,29.178,-82.1511,North America
11273,United States,Okmulgee,56,Moderate,1,Good,47,Good,1,Good,56,Moderate,35.6134,-96.0068,North America
11274,Germany,Wernigerode,44,Good,1,Good,44,Good,0,Good,43,Good,51.835,10.7853,Europe
11275,Germany,Westerkappeln,42,Good,1,Good,42,Good,0,Good,36,Good,52.3153,7.8806,Europe
11276,United States,White Plains,53,Moderate,1,Good,39,Good,4,Good,53,Moderate,41.022,-73.7547,North America
11277,Thailand,Wiang Sa,82,Moderate,2,Good,4,Good,3,Good,82,Moderate,8.6364,99.3683,Asia
11278,United States,Windham,55,Moderate,1,Good,47,Good,3,Good,55,Moderate,41.7102,-72.1671,North America
11279,Germany,Wurzen,52,Moderate,1,Good,47,Good,0,Good,52,Moderate,51.3667,12.7167,Europe
11280,Germany,Viernheim,64,Moderate,1,Good,60,Moderate,0,Good,64,Moderate,49.5417,8.5786,Europe
11281,United States,Villa Rica,45,Good,1,Good,45,Good,4,Good,32,Good,2.5167,-76.85,North America
11282,France,Sarreguemines,44,Good,1,Good,32,Good,3,Good,44,Good,49.11,7.07,Europe
11283,Germany,Schiffdorf,34,Good,0,Good,34,Good,0,Good,14,Good,53.5355,8.6622,Europe
11284,United States,Shorewood,48,Good,1,Good,29,Good,9,Good,48,Good,43.0913,-87.8864,North America
11285,Tanzania,Singida,19,Good,0,Good,19,Good,0,Good,8,Good,-4.8167,34.75,Africa
11286,United States,Slidell,86,Moderate,1,Good,25,Good,4,Good,86,Moderate,30.2887,-89.7828,North America
11287,Colombia,Santuario,88,Moderate,3,Good,4,Good,7,Good,88,Moderate,6.1375,-75.2639,South America
11288,United Kingdom,Rotherham,53,Moderate,1,Good,13,Good,10,Good,53,Moderate,53.43,-1.357,Europe
11289,Russia,Salsk,38,Good,1,Good,38,Good,0,Good,11,Good,46.4833,41.5333,Asia
11290,United States,Secaucus,115,Unhealthy for Sensitive Groups,3,Good,11,Good,30,Good,115,Unhealthy for Sensitive Groups,40.781,-74.0659,North America
11291,United States,Olivehurst,48,Good,1,Good,33,Good,6,Good,48,Good,39.0795,-121.5566,North America
11292,Brazil,Ourinhos,54,Moderate,1,Good,9,Good,1,Good,54,Moderate,-22.9744,-49.8719,South America
11293,United States,Pahrump,43,Good,1,Good,43,Good,2,Good,42,Good,36.2235,-115.9974,North America
11294,Slovenia,Maribor,64,Moderate,1,Good,57,Moderate,0,Good,64,Moderate,46.5575,15.6456,Europe
11295,Australia,Melton,57,Moderate,1,Good,2,Good,18,Good,57,Moderate,-37.6833,144.5833,Oceania
11296,Cameroon,Mfou,42,Good,1,Good,20,Good,0,Good,42,Good,3.96,11.93,Africa
11297,Spain,Mijas,42,Good,1,Good,42,Good,0,Good,27,Good,36.6,-4.6333,Europe
11298,Japan,Mitake,94,Moderate,2,Good,9,Good,14,Good,94,Moderate,35.4344,137.1307,Asia
11299,South Africa,Mmabatho,72,Moderate,2,Good,34,Good,1,Good,72,Moderate,-25.85,25.6333,Africa
11300,Germany,Nagold,63,Moderate,1,Good,54,Moderate,0,Good,63,Moderate,48.5519,8.7256,Europe
11301,Kenya,Nairobi,107,Unhealthy for Sensitive Groups,2,Good,15,Good,2,Good,107,Unhealthy for Sensitive Groups,-1.2864,36.8172,Africa
11302,Brazil,Navegantes,46,Good,1,Good,20,Good,1,Good,46,Good,-26.8989,-48.6539,South America
11303,Russia,Navoloki,36,Good,1,Good,36,Good,0,Good,13,Good,57.4667,41.9667,Asia
11304,Belgium,Nazareth,46,Good,1,Good,37,Good,1,Good,46,Good,32.7019,35.3033,Europe
11305,United States,North Olmsted,52,Moderate,1,Good,37,Good,2,Good,52,Moderate,41.4149,-81.919,North America
11306,United Kingdom,Northampton,34,Good,1,Good,29,Good,1,Good,34,Good,52.2304,-0.8938,Europe
11307,Russia,Ob,66,Moderate,1,Good,9,Good,15,Good,66,Moderate,54.9917,82.7125,Asia
11308,Japan,Ofunato,48,Good,1,Good,24,Good,3,Good,48,Good,39.0819,141.7086,Asia
11309,Spain,Reus,47,Good,1,Good,40,Good,0,Good,47,Good,41.1549,1.1087,Europe
11310,China,Pingdingshan,157,Unhealthy,5,Good,54,Moderate,21,Good,157,Unhealthy,33.735,113.2999,Asia
11311,Brazil,Pitangui,41,Good,1,Good,25,Good,0,Good,41,Good,-19.6828,-44.89,South America
11312,United States,Point Pleasant,48,Good,1,Good,47,Good,1,Good,48,Good,40.0772,-74.0702,North America
11313,China,Qingan,114,Unhealthy for Sensitive Groups,3,Good,53,Moderate,2,Good,114,Unhealthy for Sensitive Groups,46.8719,127.5118,Asia
11314,Spain,Onda,39,Good,1,Good,39,Good,0,Good,21,Good,39.9625,-0.2639,Europe
11315,Canada,Orillia,35,Good,1,Good,23,Good,0,Good,35,Good,44.6,-79.4167,North America
11316,Indonesia,Pasarkemis,249,Very Unhealthy,11,Good,10,Good,49,Good,249,Very Unhealthy,-6.1703,106.53,Asia
11317,Philippines,Pasil,42,Good,1,Good,16,Good,4,Good,42,Good,17.3894,121.1597,Asia
11318,Russia,Pervouralsk,40,Good,1,Good,40,Good,0,Good,12,Good,56.9167,59.95,Asia
11319,Albania,Peshkopi,115,Unhealthy for Sensitive Groups,1,Good,39,Good,0,Good,115,Unhealthy for Sensitive Groups,41.6833,20.4281,Europe
11320,Chile,Puerto Montt,25,Good,1,Good,20,Good,2,Good,25,Good,-41.4667,-72.9333,South America
11321,Pakistan,Rawalpindi,129,Unhealthy for Sensitive Groups,2,Good,129,Unhealthy for Sensitive Groups,1,Good,92,Moderate,33.6,73.0333,Asia
11322,United States,River Grove,61,Moderate,2,Good,28,Good,16,Good,61,Moderate,41.9243,-87.8379,North America
11323,Spain,Rute,28,Good,1,Good,21,Good,3,Good,28,Good,37.3167,-4.3667,Europe
11324,Russia,Rybinsk,34,Good,1,Good,29,Good,1,Good,34,Good,58.05,38.8333,Asia
11325,United Kingdom,Saint Austell,32,Good,1,Good,32,Good,1,Good,30,Good,50.34,-4.79,Europe
11326,Germany,Salzhemmendorf,39,Good,0,Good,33,Good,1,Good,39,Good,52.0667,9.5833,Europe
11327,Italy,Sciacca,48,Good,1,Good,48,Good,1,Good,24,Good,37.5092,13.0889,Europe
11328,Nicaragua,Nandaime,53,Moderate,1,Good,16,Good,2,Good,53,Moderate,11.7569,-86.0528,North America
11329,Germany,Nauen,31,Good,0,Good,29,Good,1,Good,31,Good,52.6,12.8831,Europe
11330,South Africa,Nelspruit,237,Very Unhealthy,13,Good,3,Good,7,Good,237,Very Unhealthy,-25.4745,30.9703,Africa
11331,United States,New Berlin,69,Moderate,3,Good,14,Good,18,Good,69,Moderate,42.9726,-88.1291,North America
11332,United States,North Babylon,56,Moderate,1,Good,25,Good,14,Good,56,Moderate,40.7314,-73.3248,North America
11333,United States,North Branford,53,Moderate,1,Good,28,Good,9,Good,53,Moderate,41.3645,-72.7768,North America
11334,Ukraine,Nosivka,52,Moderate,1,Good,32,Good,0,Good,52,Moderate,50.93,31.58,Europe
11335,Russia,Novosibirsk,42,Good,1,Good,42,Good,1,Good,36,Good,55.0333,82.9167,Asia
11336,Germany,Lich,30,Good,0,Good,29,Good,1,Good,30,Good,50.5217,8.8208,Europe
11337,Ukraine,Lokhvytsya,39,Good,1,Good,33,Good,0,Good,39,Good,50.361,33.2652,Europe
11338,Bulgaria,Lom,71,Moderate,2,Good,20,Good,5,Good,71,Moderate,43.8256,23.2375,Europe
11339,China,Longyan,69,Moderate,2,Good,45,Good,3,Good,69,Moderate,25.0881,117.0244,Asia
11340,Cameroon,Loum,124,Unhealthy for Sensitive Groups,5,Good,13,Good,1,Good,124,Unhealthy for Sensitive Groups,4.718,9.73,Africa
11341,Congo,Lusambo,200,Unhealthy,11,Good,16,Good,7,Good,200,Unhealthy,-4.9729,23.4368,Africa
11342,India,Madanpur,217,Very Unhealthy,4,Good,99,Moderate,4,Good,217,Very Unhealthy,26.2103,87.5141,Asia
11343,India,Madhyamgram,205,Very Unhealthy,4,Good,96,Moderate,4,Good,205,Very Unhealthy,22.7,88.45,Asia
11344,Colombia,Madrid,96,Moderate,3,Good,7,Good,11,Good,96,Moderate,40.4169,-3.7033,South America
11345,Madagascar,Mananjary,24,Good,0,Good,24,Good,0,Good,11,Good,-21.2311,48.3419,Africa
11346,India,Mandsaur,166,Unhealthy,1,Good,39,Good,0,Good,166,Unhealthy,24.03,75.08,Asia
11347,Brazil,Marau,20,Good,0,Good,20,Good,0,Good,13,Good,-28.4489,-52.2,South America
11348,United States,Sweetwater,70,Moderate,1,Good,8,Good,17,Good,70,Moderate,25.7785,-80.376,North America
11349,Hungary,Szolnok,65,Moderate,1,Good,34,Good,1,Good,65,Moderate,47.1747,20.1965,Europe
11350,Russia,Taksimo,38,Good,1,Good,38,Good,0,Good,28,Good,56.3315,114.89,Asia
11351,India,Tarakeswar,199,Unhealthy,3,Good,96,Moderate,3,Good,199,Unhealthy,22.89,88.02,Asia
